# task_id: 20
# description: Forward fall when trying to sit down
# category: Sitting Transitions
# age: 32
# height_m: 1.75
# sex: male
# weight_kg: 82.0
# date: 2026-04-14T14:36:46.401836
# task: 20 - Forward fall when trying to sit down
timestamp,accel_x,accel_y,accel_z,accel_raw_x,accel_raw_y,accel_raw_z,gyro_x,gyro_y,gyro_z,pelvis_height,impact_force,fall_detected
0.1633,0.969706,7.127148,1.829974,0.16581,9.690215,0.213299,0.060397,0.385967,0.400915,0.932344,0.0,0
0.1733,0.991192,7.324761,1.639719,1.115377,9.786295,-1.592929,0.041726,0.3416,0.421198,0.931107,0.0,0
0.1833,1.009246,7.505434,1.476002,2.254542,10.151621,-3.845529,0.038895,0.299304,0.442139,0.930318,0.0,0
0.1933,1.027301,7.686106,1.312285,3.393707,10.516946,-6.098128,0.036063,0.257008,0.463079,0.92953,0.0,0
0.2033,1.041575,7.848884,1.157335,3.854748,10.77946,-7.038437,0.035966,0.213062,0.47021,0.929175,0.0,0
0.2133,1.04829,7.975872,1.019921,2.959543,10.83635,-5.354166,0.041336,0.165815,0.449722,0.929688,0.0,0
0.2233,1.055004,8.102861,0.882507,2.064338,10.89324,-3.669894,0.046705,0.118568,0.429234,0.930201,0.0,0
0.2333,1.061719,8.229849,0.745092,1.169133,10.95013,-1.985623,0.052075,0.071322,0.408746,0.930713,0.0,0
0.2433,1.055531,8.339821,0.640033,1.234434,10.630175,-1.307312,0.043141,0.036709,0.36074,0.931076,0.0,0
0.2533,1.049343,8.449792,0.534975,1.299736,10.31022,-0.629001,0.034207,0.002097,0.312735,0.931438,0.0,0
0.2633,1.043156,8.559764,0.429916,1.365037,9.990264,0.049309,0.025273,-0.032516,0.264729,0.931801,0.0,0
0.2733,1.034789,8.649649,0.336912,1.447954,9.889821,0.222931,0.012662,-0.056736,0.22465,0.93202,0.0,0
0.2833,1.025334,8.72949,0.249937,1.539679,9.899134,0.144208,-0.001786,-0.07576,0.188535,0.932167,0.0,0
0.2933,1.015878,8.809331,0.162961,1.631403,9.908447,0.065485,-0.016235,-0.094784,0.152419,0.932315,0.0,0
0.3033,1.007358,8.882253,0.08948,1.645427,9.905355,-0.025295,-0.029314,-0.109041,0.12559,0.932427,0.0,0
0.3133,1.000709,8.941339,0.042989,1.504049,9.877453,-0.140188,-0.039654,-0.113763,0.117332,0.93247,0.0,0
0.3233,0.99406,9.000424,-0.003502,1.362671,9.849551,-0.255081,-0.049993,-0.118485,0.109074,0.932513,0.0,0
0.3333,0.987412,9.05951,-0.049992,1.221293,9.821649,-0.369974,-0.060333,-0.123208,0.100815,0.932555,0.0,0
0.3433,0.977784,9.114522,-0.076453,1.123881,9.706177,-0.393277,-0.065602,-0.115831,0.099917,0.932568,0.0,0
0.3533,0.968156,9.169534,-0.102913,1.02647,9.590705,-0.416579,-0.070871,-0.108454,0.099019,0.932581,0.0,0
0.3633,0.958529,9.224546,-0.129373,0.929059,9.475233,-0.439882,-0.07614,-0.101076,0.098121,0.932594,0.0,0
0.3733,0.944334,9.267802,-0.160031,0.868539,9.417898,-0.414895,-0.080115,-0.094848,0.096424,0.932585,0.0,0
0.3833,0.927856,9.305181,-0.192788,0.826466,9.38963,-0.365764,-0.083444,-0.089194,0.094328,0.932565,0.0,0
0.3933,0.911378,9.342559,-0.225545,0.784392,9.361362,-0.316633,-0.086774,-0.08354,0.092232,0.932545,0.0,0
0.4033,0.895696,9.374312,-0.253155,0.761624,9.361245,-0.290857,-0.089899,-0.078385,0.08968,0.932515,0.0,0
0.4133,0.881605,9.394813,-0.270473,0.777465,9.417429,-0.311793,-0.092616,-0.074228,0.086216,0.932465,0.0,0
0.4233,0.867515,9.415313,-0.287791,0.793306,9.473613,-0.332728,-0.095332,-0.070072,0.082752,0.932414,0.0,0
0.4333,0.853424,9.435814,-0.305108,0.809147,9.529797,-0.353663,-0.098049,-0.065915,0.079288,0.932364,0.0,0
0.4433,0.84804,9.46689,-0.308612,0.81168,9.560949,-0.36696,-0.098926,-0.060842,0.077338,0.932311,0.0,0
0.4533,0.842656,9.497965,-0.312116,0.814214,9.592101,-0.380256,-0.099803,-0.055769,0.075387,0.932258,0.0,0
0.4633,0.837272,9.52904,-0.315621,0.816747,9.623253,-0.393552,-0.10068,-0.050696,0.073436,0.932204,0.0,0
0.4733,0.829348,9.553395,-0.318511,0.807491,9.631212,-0.389957,-0.10072,-0.046216,0.071051,0.932149,0.0,0
0.4833,0.820153,9.57439,-0.321095,0.792341,9.627575,-0.377916,-0.10034,-0.042034,0.068449,0.932093,0.0,0
0.4933,0.810959,9.595385,-0.323678,0.777191,9.623937,-0.365876,-0.099961,-0.037851,0.065847,0.932038,0.0,0
0.5033,0.797906,9.614114,-0.325511,0.763494,9.622107,-0.355224,-0.099108,-0.034213,0.063219,0.931983,0.0,0
0.5133,0.777134,9.628313,-0.32584,0.752703,9.623891,-0.347351,-0.097307,-0.031664,0.060541,0.93193,0.0,0
0.5233,0.756362,9.642512,-0.32617,0.741912,9.625676,-0.339478,-0.095507,-0.029115,0.057863,0.931876,0.0,0
0.5333,0.735591,9.656711,-0.326499,0.73112,9.62746,-0.331605,-0.093707,-0.026566,0.055185,0.931823,0.0,0
0.5433,0.736094,9.653947,-0.327982,0.726069,9.632544,-0.323517,-0.089255,-0.025103,0.051331,0.931774,0.0,0
0.5533,0.736596,9.651183,-0.329464,0.721018,9.637628,-0.315429,-0.084804,-0.023641,0.047476,0.931724,0.0,0
0.5633,0.737099,9.64842,-0.330947,0.715966,9.642713,-0.307341,-0.080353,-0.022178,0.043622,0.931674,0.0,0
0.5733,0.7324,9.650093,-0.327187,0.713117,9.646183,-0.301217,-0.077244,-0.021518,0.041623,0.931627,0.0,0
0.5833,0.725101,9.653986,-0.320807,0.71137,9.648845,-0.296075,-0.074806,-0.021258,0.040552,0.931582,0.0,0
0.5933,0.717802,9.657878,-0.314426,0.709622,9.651508,-0.290933,-0.072368,-0.020999,0.039482,0.931537,0.0,0
0.6033,0.713964,9.662886,-0.309476,0.707775,9.653722,-0.285595,-0.06985,-0.020449,0.038465,0.931493,0.0,0
0.6133,0.717049,9.670126,-0.307389,0.705731,9.65504,-0.279863,-0.067173,-0.019318,0.037555,0.931452,0.0,0
0.6233,0.720134,9.677366,-0.305301,0.703686,9.656357,-0.274132,-0.064496,-0.018187,0.036646,0.93141,0.0,0
0.6333,0.72322,9.684605,-0.303213,0.701642,9.657675,-0.2684,-0.061819,-0.017057,0.035737,0.931369,0.0,0
0.6433,0.72691,9.685028,-0.301918,0.700937,9.660204,-0.264835,-0.057832,-0.017533,0.036401,0.931332,0.0,0
0.6533,0.730601,9.685451,-0.300623,0.700232,9.662732,-0.26127,-0.053845,-0.01801,0.037065,0.931294,0.0,0
0.6633,0.734291,9.685873,-0.299328,0.699527,9.665261,-0.257705,-0.049858,-0.018486,0.037729,0.931257,0.0,0
0.6733,0.739613,9.69602,-0.298221,0.698884,9.667994,-0.25471,-0.046627,-0.018715,0.037894,0.931222,0.0,0
0.6833,0.745751,9.711028,-0.297207,0.698272,9.670829,-0.251999,-0.043774,-0.018819,0.037809,0.931188,0.0,0
0.6933,0.751889,9.726035,-0.296193,0.69766,9.673664,-0.249289,-0.04092,-0.018924,0.037723,0.931154,0.0,0
0.7033,0.757997,9.738859,-0.293403,0.696976,9.676398,-0.246858,-0.038295,-0.018624,0.036855,0.931122,0.0,0
0.7133,0.764047,9.747315,-0.287063,0.696145,9.678929,-0.244986,-0.036125,-0.017514,0.034421,0.931091,0.0,0
0.7233,0.770097,9.755771,-0.280722,0.695315,9.681461,-0.243115,-0.033955,-0.016403,0.031987,0.931061,0.0,0
0.7333,0.776146,9.764227,-0.274382,0.694485,9.683993,-0.241244,-0.031786,-0.015293,0.029553,0.931031,0.0,0
0.7433,0.773654,9.760386,-0.26575,0.695306,9.687406,-0.23814,-0.029564,-0.015559,0.028067,0.931004,0.0,0
0.7533,0.771162,9.756544,-0.257118,0.696127,9.69082,-0.235037,-0.027342,-0.015824,0.026581,0.930977,0.0,0
0.7633,0.768669,9.752703,-0.248486,0.696948,9.694234,-0.231933,-0.02512,-0.01609,0.025095,0.93095,0.0,0
0.7733,0.762915,9.755145,-0.2395,0.694835,9.695911,-0.232387,-0.02253,-0.015062,0.026223,0.930925,0.0,0
0.7833,0.755531,9.760728,-0.230339,0.691256,9.696719,-0.23462,-0.019755,-0.013388,0.028658,0.930901,0.0,0
0.7933,0.748146,9.766311,-0.221177,0.687676,9.697528,-0.236853,-0.01698,-0.011714,0.031093,0.930877,0.0,0
0.8033,0.741304,9.769993,-0.217494,0.685574,9.699516,-0.237529,-0.014108,-0.010196,0.03209,0.930854,0.0,0
0.8133,0.735548,9.769872,-0.224767,0.686423,9.703863,-0.235093,-0.011042,-0.008993,0.030209,0.930832,0.0,0
0.8233,0.729792,9.769752,-0.23204,0.687273,9.70821,-0.232657,-0.007976,-0.007789,0.028329,0.930811,0.0,0
0.8333,0.724036,9.769631,-0.239313,0.688123,9.712557,-0.230221,-0.00491,-0.006585,0.026449,0.930789,0.0,0
0.8433,0.724775,9.777757,-0.235247,0.68809,9.715331,-0.229438,-0.002782,-0.006814,0.024588,0.93077,0.0,0
0.8533,0.725515,9.785882,-0.231182,0.688057,9.718105,-0.228656,-0.000654,-0.007043,0.022727,0.930752,0.0,0
0.8633,0.726254,9.794008,-0.227116,0.688025,9.720879,-0.227873,0.001473,-0.007272,0.020866,0.930733,0.0,0
0.8733,0.728335,9.80126,-0.221795,0.686419,9.722527,-0.228637,0.002075,-0.008113,0.019308,0.930716,0.0,0
0.8833,0.731087,9.808076,-0.215846,0.684027,9.723612,-0.230174,0.001913,-0.009259,0.017902,0.930699,0.0,0
0.8933,0.733839,9.814891,-0.209897,0.681635,9.724697,-0.231711,0.001751,-0.010406,0.016496,0.930683,0.0,0
0.9033,0.735743,9.821058,-0.205056,0.679606,9.726191,-0.232731,0.002318,-0.011481,0.015633,0.930667,0.0,0
0.9133,0.735952,9.825925,-0.202432,0.678303,9.728501,-0.232715,0.004342,-0.012414,0.015858,0.930653,0.0,0
0.9233,0.736161,9.830793,-0.199808,0.677,9.730811,-0.2327,0.006366,-0.013346,0.016083,0.930639,0.0,0
0.9333,0.73637,9.83566,-0.197184,0.675698,9.733122,-0.232685,0.00839,-0.014278,0.016308,0.930625,0.0,0
0.9433,0.723953,9.827618,-0.192709,0.674162,9.73575,-0.232809,0.00871,-0.012692,0.016868,0.930614,0.0,0
0.9533,0.711536,9.819575,-0.188234,0.672626,9.738379,-0.232933,0.009031,-0.011105,0.017427,0.930602,0.0,0
0.9633,0.699119,9.811533,-0.18376,0.671091,9.741007,-0.233057,0.009351,-0.009519,0.017987,0.93059,0.0,0
0.9733,0.704292,9.808105,-0.188875,0.669619,9.743005,-0.233472,0.009789,-0.009724,0.018776,0.930579,0.0,0
0.9833,0.718262,9.806985,-0.198787,0.668179,9.744687,-0.234032,0.010286,-0.010824,0.019681,0.930569,0.0,0
0.9933,0.732231,9.805864,-0.208698,0.66674,9.74637,-0.234592,0.010783,-0.011925,0.020585,0.930559,0.0,0
1.0033,0.739838,9.804391,-0.215406,0.665332,9.747882,-0.235137,0.011523,-0.012745,0.021353,0.93055,0.0,0
1.0133,0.734722,9.802213,-0.215709,0.663987,9.749051,-0.235649,0.012749,-0.013005,0.021846,0.930541,0.0,0
1.0233,0.729605,9.800034,-0.216012,0.662643,9.750221,-0.236161,0.013976,-0.013265,0.022338,0.930533,0.0,0
1.0333,0.724489,9.797856,-0.216315,0.661299,9.751391,-0.236673,0.015202,-0.013525,0.022831,0.930525,0.0,0
1.0433,0.726162,9.795023,-0.221322,0.660038,9.75245,-0.237155,0.014779,-0.01245,0.022488,0.930518,0.0,0
1.0533,0.727836,9.79219,-0.226329,0.658778,9.753509,-0.237636,0.014356,-0.011375,0.022146,0.930511,0.0,0
1.0633,0.729509,9.789356,-0.231335,0.657517,9.754568,-0.238118,0.013933,-0.010301,0.021803,0.930504,0.0,0
1.0733,0.729176,9.795061,-0.231202,0.656327,9.755599,-0.238619,0.013361,-0.009141,0.021498,0.930498,0.0,0
1.0833,0.727839,9.805034,-0.228498,0.655172,9.756616,-0.23913,0.012714,-0.007938,0.021213,0.930492,0.0,0
1.0933,0.726502,9.815008,-0.225795,0.654017,9.757633,-0.239641,0.012067,-0.006736,0.020927,0.930486,0.0,0
1.1033,0.725666,9.822845,-0.225644,0.652887,9.758618,-0.240153,0.012259,-0.005682,0.020435,0.930481,0.0,0
1.1133,0.725832,9.826412,-0.230598,0.651807,9.759538,-0.240669,0.014128,-0.004927,0.01953,0.930476,0.0,0
1.1233,0.725997,9.829979,-0.235551,0.650727,9.760459,-0.241185,0.015997,-0.004172,0.018625,0.930471,0.0,0
1.1333,0.726163,9.833545,-0.240505,0.649648,9.76138,-0.241701,0.017866,-0.003416,0.01772,0.930466,0.0,0
1.1433,0.722804,9.831595,-0.238761,0.648601,9.762189,-0.242184,0.018732,-0.002263,0.017712,0.930463,0.0,0
1.1533,0.719445,9.829646,-0.237017,0.647555,9.762999,-0.242668,0.019599,-0.001109,0.017703,0.930459,0.0,0
1.1633,0.716086,9.827696,-0.235272,0.646509,9.763809,-0.243152,0.020466,4.4e-05,0.017695,0.930455,0.0,0
1.1733,0.717065,9.828864,-0.233109,0.645489,9.76455,-0.243625,0.020694,-0.000847,0.016614,0.930451,0.0,0
1.1833,0.720211,9.831591,-0.230736,0.644483,9.765258,-0.244093,0.020602,-0.002762,0.014997,0.930448,0.0,0
1.1933,0.723358,9.834317,-0.228364,0.643476,9.765966,-0.244561,0.02051,-0.004676,0.01338,0.930445,0.0,0
1.2033,0.723945,9.833284,-0.226754,0.642512,9.766659,-0.245072,0.020171,-0.006663,0.012566,0.930442,0.0,0
1.2133,0.71941,9.824732,-0.226672,0.641634,9.767323,-0.24567,0.019338,-0.008798,0.01336,0.93044,0.0,0
1.2233,0.714875,9.816179,-0.226589,0.640756,9.767987,-0.246268,0.018505,-0.010933,0.014153,0.930437,0.0,0
1.2333,0.71034,9.807627,-0.226507,0.639878,9.768651,-0.246865,0.017672,-0.013068,0.014947,0.930435,0.0,0
1.2433,0.703346,9.806515,-0.231517,0.639022,9.769301,-0.247467,0.017261,-0.011067,0.015315,0.930433,0.0,0
1.2533,0.696352,9.805404,-0.236527,0.638166,9.769952,-0.248069,0.01685,-0.009067,0.015683,0.930431,0.0,0
1.2633,0.689358,9.804292,-0.241537,0.63731,9.770603,-0.248671,0.016439,-0.007066,0.016051,0.930429,0.0,0
1.2733,0.687047,9.798168,-0.233249,0.636468,9.771239,-0.249261,0.017667,-0.005523,0.016868,0.930427,0.0,0
1.2833,0.687077,9.789536,-0.218311,0.635633,9.771869,-0.249845,0.019714,-0.004208,0.017909,0.930426,0.0,0
1.2933,0.687107,9.780905,-0.203373,0.634797,9.772499,-0.250429,0.021761,-0.002893,0.018951,0.930425,0.0,0
1.3033,0.68604,9.776251,-0.192259,0.633972,9.773116,-0.251011,0.022757,-0.002333,0.019009,0.930423,0.0,0
1.3133,0.682779,9.779552,-0.188793,0.63317,9.773706,-0.251591,0.02165,-0.003279,0.017102,0.930422,0.0,0
1.3233,0.679518,9.782853,-0.185327,0.632367,9.774297,-0.252171,0.020544,-0.004225,0.015195,0.930422,0.0,0
1.3333,0.676257,9.786155,-0.181861,0.631565,9.774888,-0.252752,0.019438,-0.005172,0.013288,0.930421,0.0,0
1.3433,0.669042,9.79568,-0.187354,0.630768,9.775422,-0.253337,0.018942,-0.005061,0.011894,0.93042,0.0,0
1.3533,0.661827,9.805205,-0.192847,0.629971,9.775956,-0.253922,0.018447,-0.00495,0.0105,0.93042,0.0,0
1.3633,0.654611,9.814731,-0.198341,0.629175,9.776489,-0.254508,0.017951,-0.004839,0.009106,0.930419,0.0,0
1.3733,0.65501,9.821211,-0.200336,0.628387,9.776989,-0.255098,0.018959,-0.005925,0.010417,0.930419,0.0,0
1.3833,0.659216,9.826169,-0.200582,0.627605,9.777472,-0.255691,0.02072,-0.00761,0.01308,0.930419,0.0,0
1.3933,0.663422,9.831126,-0.200828,0.626822,9.777954,-0.256284,0.022481,-0.009295,0.015743,0.930419,0.0,0
1.4033,0.664007,9.830796,-0.202293,0.626051,9.778426,-0.256882,0.024183,-0.010372,0.017189,0.930419,0.0,0
1.4133,0.65735,9.819889,-0.206194,0.625303,9.778874,-0.25749,0.025771,-0.010233,0.016201,0.930419,0.0,0
1.4233,0.650693,9.808982,-0.210095,0.624555,9.779323,-0.258098,0.027358,-0.010094,0.015213,0.93042,0.0,0
1.4333,0.644036,9.798075,-0.213997,0.623807,9.779771,-0.258705,0.028945,-0.009955,0.014225,0.93042,0.0,0
1.4433,0.635529,9.796543,-0.227263,0.623085,9.780181,-0.259332,0.026736,-0.008153,0.015893,0.93042,0.0,0
1.4533,0.627023,9.795012,-0.240529,0.622363,9.780591,-0.259959,0.024527,-0.006352,0.017562,0.930421,0.0,0
1.4633,0.618517,9.793481,-0.253795,0.621641,9.781001,-0.260586,0.022318,-0.00455,0.019231,0.930421,0.0,0
1.4733,0.615722,9.790804,-0.257174,0.620933,9.781384,-0.261224,0.023096,-0.00385,0.020321,0.930422,0.0,0
1.4833,0.615783,9.787554,-0.255609,0.62023,9.781753,-0.261868,0.025368,-0.003701,0.021122,0.930423,0.0,0
1.4933,0.615844,9.784304,-0.254045,0.619528,9.782122,-0.262512,0.02764,-0.003553,0.021923,0.930424,0.0,0
1.5033,0.615694,9.782321,-0.251537,0.618831,9.782478,-0.263161,0.028933,-0.004241,0.022786,0.930424,0.0,0
1.5133,0.615123,9.782874,-0.247142,0.618142,9.782809,-0.263823,0.02827,-0.006605,0.023771,0.930425,0.0,0
1.5233,0.614552,9.783426,-0.242747,0.617453,9.78314,-0.264484,0.027607,-0.008969,0.024756,0.930426,0.0,0
1.5333,0.613981,9.783979,-0.238353,0.616764,9.78347,-0.265145,0.026944,-0.011333,0.025741,0.930427,0.0,0
1.5433,0.610983,9.796198,-0.234972,0.61609,9.78377,-0.265823,0.02639,-0.010596,0.024961,0.930428,0.0,0
1.5533,0.607985,9.808418,-0.231592,0.615417,9.78407,-0.266501,0.025835,-0.009859,0.024182,0.930429,0.0,0
1.5633,0.604987,9.820637,-0.228211,0.614744,9.784369,-0.267179,0.025281,-0.009122,0.023403,0.93043,0.0,0
1.5733,0.602841,9.823583,-0.224738,0.614082,9.784651,-0.267867,0.024436,-0.00926,0.022549,0.930431,0.0,0
1.5833,0.60112,9.821893,-0.221219,0.613425,9.784924,-0.26856,0.023445,-0.009836,0.021658,0.930432,0.0,0
1.5933,0.5994,9.820203,-0.217699,0.612768,9.785197,-0.269253,0.022454,-0.010413,0.020767,0.930433,0.0,0
1.6033,0.600519,9.821034,-0.21553,0.612115,9.78546,-0.26995,0.021921,-0.010942,0.020379,0.930434,0.0,0
1.6133,0.607317,9.826908,-0.216062,0.611472,9.785702,-0.270655,0.022305,-0.011378,0.020998,0.930435,0.0,0
1.6233,0.614115,9.832782,-0.216593,0.610828,9.785944,-0.27136,0.02269,-0.011814,0.021616,0.930436,0.0,0
1.6333,0.620914,9.838656,-0.217125,0.610184,9.786186,-0.272065,0.023074,-0.01225,0.022235,0.930437,0.0,0
1.6433,0.623599,9.83065,-0.230107,0.609552,9.786406,-0.272782,0.021427,-0.012614,0.022975,0.930438,0.0,0
1.6533,0.626284,9.822644,-0.243089,0.608921,9.786625,-0.273499,0.01978,-0.012978,0.023714,0.930439,0.0,0
1.6633,0.628969,9.814638,-0.256072,0.608289,9.786844,-0.274216,0.018133,-0.013342,0.024454,0.93044,0.0,0
1.6733,0.634959,9.808944,-0.26181,0.608107,9.787105,-0.274847,0.01782,-0.013133,0.024885,0.930441,0.0,0
1.6833,0.642601,9.804404,-0.263925,0.60815,9.787386,-0.275435,0.018174,-0.012639,0.025162,0.930442,0.0,0
1.6933,0.650242,9.799865,-0.266041,0.608193,9.787668,-0.276023,0.018527,-0.012144,0.02544,0.930443,0.0,0
1.7033,0.653233,9.79835,-0.26773,0.607755,9.787827,-0.276755,0.019066,-0.011793,0.02512,0.930444,0.0,0
1.7133,0.646921,9.802885,-0.268565,0.606356,9.787741,-0.277777,0.019976,-0.011731,0.023606,0.930445,0.0,0
1.7233,0.640609,9.80742,-0.2694,0.604957,9.787655,-0.278798,0.020887,-0.011668,0.022092,0.930446,0.0,0
1.7333,0.634297,9.811954,-0.270235,0.603558,9.787569,-0.27982,0.021797,-0.011605,0.020578,0.930447,0.0,0
1.7433,0.643371,9.816055,-0.280012,0.60327,9.787967,-0.280171,0.021086,-0.00993,0.01876,0.930448,0.0,0
1.7533,0.652444,9.820155,-0.289788,0.602982,9.788366,-0.280523,0.020375,-0.008255,0.016941,0.930448,0.0,0
1.7633,0.661518,9.824255,-0.299565,0.602694,9.788764,-0.280874,0.019664,-0.00658,0.015123,0.930449,0.0,0
1.7733,0.664652,9.826161,-0.303714,0.602129,9.788867,-0.28178,0.019385,-0.007561,0.015693,0.93045,0.0,0
1.7833,0.664816,9.826969,-0.305048,0.601427,9.788823,-0.282964,0.019321,-0.009869,0.017457,0.930451,0.0,0
1.7933,0.664981,9.827777,-0.306383,0.600724,9.788778,-0.284148,0.019257,-0.012178,0.019221,0.930452,0.0,0
1.8033,0.663008,9.828778,-0.305156,0.600153,9.788858,-0.285076,0.019692,-0.013695,0.020265,0.930452,0.0,0
1.8133,0.656762,9.830165,-0.298807,0.599844,9.789189,-0.285491,0.021125,-0.013632,0.01987,0.930453,0.0,0
1.8233,0.650516,9.831552,-0.292458,0.599536,9.789519,-0.285906,0.022557,-0.013569,0.019474,0.930454,0.0,0
1.8333,0.64427,9.832939,-0.286108,0.599227,9.789849,-0.286321,0.023989,-0.013505,0.019079,0.930455,0.0,0
1.8433,0.644375,9.834373,-0.27837,0.598302,9.789883,-0.287167,0.023097,-0.013698,0.019976,0.930455,0.0,0
1.8533,0.64448,9.835808,-0.270632,0.597377,9.789917,-0.288013,0.022205,-0.013892,0.020873,0.930456,0.0,0
1.8633,0.644585,9.837242,-0.262894,0.596453,9.78995,-0.28886,0.021313,-0.014085,0.02177,0.930457,0.0,0
1.8733,0.634607,9.841115,-0.26212,0.595936,9.789827,-0.289688,0.020902,-0.014271,0.021475,0.930457,0.0,0
1.8833,0.619587,9.846208,-0.264829,0.595624,9.789626,-0.290507,0.020731,-0.014455,0.020584,0.930458,0.0,0
1.8933,0.604567,9.8513,-0.267537,0.595311,9.789425,-0.291326,0.02056,-0.014638,0.019694,0.930458,0.0,0
1.9033,0.597052,9.854446,-0.268569,0.594938,9.789451,-0.29212,0.020439,-0.015075,0.018571,0.930459,0.0,0
1.9133,0.60455,9.853697,-0.266247,0.594441,9.78993,-0.292866,0.020415,-0.01602,0.016984,0.930459,0.0,0
1.9233,0.612047,9.852949,-0.263924,0.593945,9.790409,-0.293611,0.020392,-0.016965,0.015397,0.930459,0.0,0
1.9333,0.619545,9.852201,-0.261602,0.593449,9.790888,-0.294357,0.020368,-0.01791,0.01381,0.93046,0.0,0
1.9433,0.615808,9.849812,-0.262473,0.592832,9.79087,-0.295127,0.021322,-0.016537,0.013521,0.93046,0.0,0
1.9533,0.612072,9.847424,-0.263344,0.592215,9.790853,-0.295897,0.022276,-0.015164,0.013231,0.93046,0.0,0
1.9633,0.608335,9.845036,-0.264215,0.591599,9.790835,-0.296667,0.02323,-0.013791,0.012941,0.930461,0.0,0
1.9733,0.615164,9.842821,-0.267006,0.590989,9.790707,-0.297324,0.024659,-0.012112,0.013932,0.930461,0.0,0
1.9833,0.627277,9.840694,-0.270756,0.590384,9.790525,-0.297926,0.026324,-0.01028,0.015562,0.930461,0.0,0
1.9933,0.639389,9.838567,-0.274506,0.589778,9.790343,-0.298527,0.02799,-0.008448,0.017192,0.930461,0.0,0
2.0033,0.645906,9.8377,-0.279982,0.589202,9.790249,-0.299198,0.029134,-0.007252,0.017533,0.930461,0.0,0
2.0133,0.641232,9.839351,-0.288908,0.588684,9.790335,-0.300006,0.029234,-0.007327,0.015298,0.930462,0.0,0
2.0233,0.636558,9.841003,-0.297835,0.588166,9.79042,-0.300815,0.029334,-0.007403,0.013062,0.930462,0.0,0
2.0333,0.631884,9.842655,-0.306762,0.587649,9.790506,-0.301624,0.029433,-0.007479,0.010826,0.930462,0.0,0
2.0433,0.634789,9.827845,-0.316389,0.587125,9.790669,-0.302287,0.029051,-0.00674,0.011595,0.930462,0.0,0
2.0533,0.637695,9.813035,-0.326017,0.586602,9.790832,-0.302951,0.028668,-0.006002,0.012363,0.930461,0.0,0
2.0633,0.6406,9.798225,-0.335644,0.586078,9.790995,-0.303614,0.028286,-0.005263,0.013131,0.930461,0.0,0
2.0733,0.641838,9.798396,-0.333825,0.585609,9.790932,-0.30438,0.027604,-0.005109,0.012844,0.930461,0.0,0
2.0833,0.642243,9.806058,-0.326282,0.585166,9.790756,-0.305196,0.026772,-0.005247,0.012029,0.930461,0.0,0
2.0933,0.642648,9.81372,-0.318739,0.584724,9.790579,-0.306013,0.025939,-0.005386,0.011214,0.930461,0.0,0
2.1033,0.642122,9.815822,-0.312553,0.584225,9.790518,-0.306791,0.025189,-0.005385,0.01065,0.93046,0.0,0
2.1133,0.639733,9.806804,-0.309079,0.583612,9.790685,-0.307493,0.024602,-0.005106,0.010589,0.93046,0.0,0
2.1233,0.637344,9.797786,-0.305604,0.582998,9.790852,-0.308196,0.024015,-0.004827,0.010529,0.93046,0.0,0
2.1333,0.634954,9.788768,-0.30213,0.582385,9.791019,-0.308898,0.023427,-0.004549,0.010468,0.930459,0.0,0
2.1433,0.617189,9.78303,-0.302265,0.581918,9.791023,-0.309645,0.023012,-0.004351,0.0104,0.930459,0.0,0
